Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range,Normalized Title
The Art of Racing in the Rain,"Stein, Garth",,,,Virginia,Hanover County Public Schools,2023-2024,the art of racing in the rain
Slaughterhouse-Five,"Vonnegut Jr., Kurt",,,,Virginia,Hanover County Public Schools,2023-2024,slaughterhouse-five
The Glass Castle,"Walls, Jeannette",,,,Virginia,Hanover County Public Schools,2023-2024,the glass castle
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,Virginia,Lexington City Schools,2023-2024,"it's perfectly normal: changing bodies, growing up, sex, and sexual health"
Kiss Number 8,"Venable, Colleen A. F.",,"Crenshaw, Ellen T.",,Virginia,Lexington City Schools,2023-2024,kiss number 8
Speak: The Graphic Novel,"Anderson, Laurie Halse",,"Carroll, Emily",,Virginia,Spotsylvania County Public Schools,2023-2024,speak: the graphic novel
Twisted,"Anderson, Laurie Halse",,,,Virginia,Spotsylvania County Public Schools,2023-2024,twisted
Me and Earl and the Dying Girl,"Andrews, Jesse",,,,Virginia,Spotsylvania County Public Schools,2023-2024,me and earl and the dying girl
Damsel,"Arnold, Elana K.",,,,Virginia,Spotsylvania County Public Schools,2023-2024,damsel
Thirteen Reasons Why,"Asher, Jay",,,,Virginia,Spotsylvania County Public Schools,2023-2024,thirteen reasons why
Chosen,"Cast, P. C.","Cast, Kristin",,,Virginia,Spotsylvania County Public Schools,2023-2024,chosen
Little and Lion,"Colbert, Brandy",,,,Virginia,Spotsylvania County Public Schools,2023-2024,little and lion
You Too?: 25 Voices Share Their #MeToo Stories,"Gurtler, Janet","Blount, Patty; Brown, Jennifer; Brownlee, Tiffany; Capelle, Jess; Clifford, Kenna; Darrows, Eva; Davis, Dana L.; Davis, Ronni; Deen, Natasha; DiDomizio, Nicolas; Forna, Namina; Glass, Jenna; Hall, Teri; Hopkins, Ellen; Lee, Mackenzi; Mitchell, Saundra; Novak, Ali; Porinchak, Eve; Rainfield, Cheryl; Revis, Beth; Rogers, Andrea L.; Seitz, Lulabel; Thrace, Mischa; Zhang, Amy",,,Virginia,Spotsylvania County Public Schools,2023-2024,you too?: 25 voices share their #metoo stories
Homegoing,"Gyasi, Yaa",,,,Virginia,Spotsylvania County Public Schools,2023-2024,homegoing
Crank,"Hopkins, Ellen",,,,Virginia,Spotsylvania County Public Schools,2023-2024,crank
Monday's Not Coming,"Jackson, Tiffany D.",,,,Virginia,Spotsylvania County Public Schools,2023-2024,monday's not coming
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Virginia,Spotsylvania County Public Schools,2023-2024,the duff: designated ugly fat friend
Girl in Translation,"Kwok, Jean",,,,Virginia,Spotsylvania County Public Schools,2023-2024,girl in translation
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,Virginia,Spotsylvania County Public Schools,2023-2024,"real live boyfriends: yes. boyfriends, plural. if my life weren't complicated, i wouldn't be ruby oliver"
Fade,"McMann, Lisa",,,,Virginia,Spotsylvania County Public Schools,2023-2024,fade
All the Things We Do in the Dark,"Mitchell, Saundra",,,,Virginia,Spotsylvania County Public Schools,2023-2024,all the things we do in the dark
Song of Solomon,"Morrison, Toni",,,,Virginia,Spotsylvania County Public Schools,2023-2024,song of solomon
Shine,"Myracle, Lauren",,,,Virginia,Spotsylvania County Public Schools,2023-2024,shine
Breathless (JN),"Niven, Jennifer",,,,Virginia,Spotsylvania County Public Schools,2023-2024,breathless
The Nowhere Girls,"Reed, Amy",,,,Virginia,Spotsylvania County Public Schools,2023-2024,the nowhere girls
Deogratias: A Tale of Rwanda,"Stassen, Jean-Philippe",,,"Siegel, Alexis",Virginia,Spotsylvania County Public Schools,2023-2024,deogratias: a tale of rwanda
The Art of Racing in the Rain,"Stein, Garth",,,,Virginia,Spotsylvania County Public Schools,2023-2024,the art of racing in the rain
Odd One Out,"Stone, Nic",,,,Virginia,Spotsylvania County Public Schools,2023-2024,odd one out
Clap When You Land,"Acevedo, Elizabeth",,,,Wisconsin,Elkhorn Area School District,2023-2024,clap when you land
The Upside of Unrequited,"Albertalli, Becky",,,,Wisconsin,Elkhorn Area School District,2023-2024,the upside of unrequited
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,Wisconsin,Elkhorn Area School District,2023-2024,the absolutely true diary of a part-time indian
Because You Love to Hate Me: 13 Tales of Villainy,Ameriie,"Ahdieh, Renee; Chainani, Soman; Dennard, Susan; Enni, Sarah; Meyer, Marissa; Pon, Cindy; Schwab, Victoria; Shannon, Smantha; Silvera, Adam; Smith, Andrew; Tucholke, April Genevieve; Yoon, Nicola; Alderson, Benjamin; Alsberg; Sasha; Atkinson, Whitney; Burke, Tina; Feeney, Catriona; George, Jesse; Herdt, Zoe; Lane, Samantha; Lee, Sophia; Lemay, Raeleen; Perusse, Regan; Riccio, Christine; Sinclair, Stephan and Kat Kennnedy",,,Wisconsin,Elkhorn Area School District,2023-2024,because you love to hate me: 13 tales of villainy
All the Birds in the Sky,"Anders, Charlie Jane",,,,Wisconsin,Elkhorn Area School District,2023-2024,all the birds in the sky
Shout,"Anderson, Laurie Halse",,,,Wisconsin,Elkhorn Area School District,2023-2024,shout
Speak,"Anderson, Laurie Halse",,,,Wisconsin,Elkhorn Area School District,2023-2024,speak
Speak: The Graphic Novel,"Anderson, Laurie Halse",,"Carroll, Emily",,Wisconsin,Elkhorn Area School District,2023-2024,speak: the graphic novel
The Impossible Knife of Memory,"Anderson, Laurie Halse",,,,Wisconsin,Elkhorn Area School District,2023-2024,the impossible knife of memory
Twisted,"Anderson, Laurie Halse",,,,Wisconsin,Elkhorn Area School District,2023-2024,twisted
Wintergirls,"Anderson, Laurie Halse",,,,Wisconsin,Elkhorn Area School District,2023-2024,wintergirls
The Haters,"Andrews, Jesse",,,,Wisconsin,Elkhorn Area School District,2023-2024,the haters
I Know Why The Caged Bird Sings,"Angelou, Maya",,,,Wisconsin,Elkhorn Area School District,2023-2024,i know why the caged bird sings
Meet Cute: Some People Are Destined to Meet,"Armentrout, Jennifer L.","Clayton, Dhonielle; Cotugno, Katie; Davies, Jocelyn; LaCour, Nina; Lord, Emery; McGee, Katharine; Morgan, Kass; Russo, Meredith; Shepard, Sara; Yoon, Nicola; Zoboi, Ibi; Murphy, Julie",,,Wisconsin,Elkhorn Area School District,2023-2024,meet cute: some people are destined to meet
Infandous,"Arnold, Elana K.",,,,Wisconsin,Elkhorn Area School District,2023-2024,infandous
Future of Us,"Asher, Jay",,,,Wisconsin,Elkhorn Area School District,2023-2024,future of us
Thirteen Reasons Why,"Asher, Jay",,,,Wisconsin,Elkhorn Area School District,2023-2024,thirteen reasons why
Alt Ed,"Atkins, Catherine",,,,Wisconsin,Elkhorn Area School District,2023-2024,alt ed
Oryx and Crake,"Atwood, Margaret",,,,Wisconsin,Elkhorn Area School District,2023-2024,oryx and crake
The Handmaid's Tale,"Atwood, Margaret",,,,Wisconsin,Elkhorn Area School District,2023-2024,the handmaid's tale
The Year of the Flood,"Atwood, Margaret",,,,Wisconsin,Elkhorn Area School District,2023-2024,the year of the flood
Drowned Cities,"Bacigalupi, Paolo",,,,Wisconsin,Elkhorn Area School District,2023-2024,drowned cities
Of Poseidon,"Banks, Anna",,,,Wisconsin,Elkhorn Area School District,2023-2024,of poseidon
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,Wisconsin,Elkhorn Area School District,2023-2024,fun home: a family tragicomic
Death Wind,"Bell, William",,,,Wisconsin,Elkhorn Area School District,2023-2024,death wind
Coldest Girl in Coldtown,"Black, Holly",,,,Wisconsin,Elkhorn Area School District,2023-2024,coldest girl in coldtown
Doll Bones,"Black, Holly",,"Wheeler, Eliza",,Wisconsin,Elkhorn Area School District,2023-2024,doll bones
Tiger Eyes,"Blume, Judy",,,,Wisconsin,Elkhorn Area School District,2023-2024,tiger eyes
A Quick and Easy Guide to They/Them Pronouns,"Bongiovanni, Archie","Jimerson, Tristan",,,Wisconsin,Elkhorn Area School District,2023-2024,a quick and easy guide to they/them pronouns
The Darkest Minds,"Bracken, Alexandra",,,,Wisconsin,Elkhorn Area School District,2023-2024,the darkest minds
Sisterhood of the Traveling Pants,"Brashares, Ann",,,,Wisconsin,Elkhorn Area School District,2023-2024,sisterhood of the traveling pants
A Great and Terrible Beauty,"Bray, Libba",,,,Wisconsin,Elkhorn Area School District,2023-2024,a great and terrible beauty
Beauty Queens,"Bray, Libba",,,,Wisconsin,Elkhorn Area School District,2023-2024,beauty queens
Year of Wonders: A Novel of the Plague,"Brooks, Geraldine",,,,Wisconsin,Elkhorn Area School District,2023-2024,year of wonders: a novel of the plague
The Bunker Diary,"Brooks, Kevin",,,,Wisconsin,Elkhorn Area School District,2023-2024,the bunker diary
World War Z: An Oral History of the Zombie War,"Brooks, Max",,,,Wisconsin,Elkhorn Area School District,2023-2024,world war z: an oral history of the zombie war
The Lost Symbol,"Brown, Dan",,,,Wisconsin,Elkhorn Area School District,2023-2024,the lost symbol
Undertow,"Buckley, Michael",,,,Wisconsin,Elkhorn Area School District,2023-2024,undertow
Cold Sassy Tree,"Burns, Olive Ann",,,,Wisconsin,Elkhorn Area School District,2023-2024,cold sassy tree
Kindred,"Butler, Octavia E.",Killer Spirit,"Barnes, Jennifer Lynn",,Wisconsin,Elkhorn Area School District,2023-2024,kindred
"I’d Tell You I Love You, But Then I’d Have Kill You","Carter, Ally",,,,Wisconsin,Elkhorn Area School District,2023-2024,"i’d tell you i love you, but then i’d have kill you"
Graceling,"Cashore, Kristin",,,,Wisconsin,Elkhorn Area School District,2023-2024,graceling
My Antonia,"Cather, Willa",,,,Wisconsin,Elkhorn Area School District,2023-2024,my antonia
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,Wisconsin,Elkhorn Area School District,2023-2024,the perks of being a wallflower
Death on the Nile,"Christie, Agatha",,,,Wisconsin,Elkhorn Area School District,2023-2024,death on the nile
Stolen,"Christopher, Lucy",,,,Wisconsin,Elkhorn Area School District,2023-2024,stolen
The House on Mango Street,"Cisneros, Sandra",,,,Wisconsin,Elkhorn Area School District,2023-2024,the house on mango street
City of Bones,"Clare, Cassandra",,,,Wisconsin,Elkhorn Area School District,2023-2024,city of bones
Clockwork Princess,"Clare, Cassandra",,,,Wisconsin,Elkhorn Area School District,2023-2024,clockwork princess
Two Little Girls in Blue,"Clark, Mary Higgins",,,,Wisconsin,Elkhorn Area School District,2023-2024,two little girls in blue
Ready Player One,"Cline, Ernest",,,,Wisconsin,Elkhorn Area School District,2023-2024,ready player one
Little and Lion,"Colbert, Brandy",,,,Wisconsin,Elkhorn Area School District,2023-2024,little and lion
Catching Fire,"Collins, Suzanne",,,,Wisconsin,Elkhorn Area School District,2023-2024,catching fire
Mockingjay,"Collins, Suzanne",,,,Wisconsin,Elkhorn Area School District,2023-2024,mockingjay
The Hunger Games,"Collins, Suzanne",,,,Wisconsin,Elkhorn Area School District,2023-2024,the hunger games
The Chocolate War,"Cormier, Robert",,,,Wisconsin,Elkhorn Area School District,2023-2024,the chocolate war
99 Days,"Cotugno, Katie",,,,Wisconsin,Elkhorn Area School District,2023-2024,99 days
Class Act,"Craft, Jerry",,,,Wisconsin,Elkhorn Area School District,2023-2024,class act
New Kid,"Craft, Jerry",,,,Wisconsin,Elkhorn Area School District,2023-2024,new kid
Flamer,"Curato, Mike",,,,Wisconsin,Elkhorn Area School District,2023-2024,flamer
Just Listen,"Dessen, Sarah",,,,Wisconsin,Elkhorn Area School District,2023-2024,just listen
This Lullaby,"Dessen, Sarah",,,,Wisconsin,Elkhorn Area School District,2023-2024,this lullaby
All the Light We Cannot See,"Doerr, Anthony",,,,Wisconsin,Elkhorn Area School District,2023-2024,all the light we cannot see
Stepsister,"Donnelly, Jennifer",,,,Wisconsin,Elkhorn Area School District,2023-2024,stepsister
Blended,"Draper, Sharon M.",,,,Wisconsin,Elkhorn Area School District,2023-2024,blended
Killing Mr. Griffin,"Duncan, Lois",,,,Wisconsin,Elkhorn Area School District,2023-2024,killing mr. griffin
After (AE),"Efaw, Amy",,,,Wisconsin,Elkhorn Area School District,2023-2024,after
The Butterfly Clues,"Ellison, Kate",,,,Wisconsin,Elkhorn Area School District,2023-2024,the butterfly clues
Pet,"Emezi, Akwaeke",,,,Wisconsin,Elkhorn Area School District,2023-2024,pet
Jane Steele,"Faye, Lyndsay",,,,Wisconsin,Elkhorn Area School District,2023-2024,jane steele
"Hush, Hush","Fitzpatrick, Becca",,,,Wisconsin,Elkhorn Area School District,2023-2024,"hush, hush"
Dark Places,"Flynn, Gillian",,,,Wisconsin,Elkhorn Area School District,2023-2024,dark places
Gone Girl,"Flynn, Gillian",,,,Wisconsin,Elkhorn Area School District,2023-2024,gone girl
Extremely Loud and Incredibly Close,"Foer, Jonathan Safran",,,,Wisconsin,Elkhorn Area School District,2023-2024,extremely loud and incredibly close
Hotel on the Corner of Bitter and Sweet,"Ford, Jamie",,,,Wisconsin,Elkhorn Area School District,2023-2024,hotel on the corner of bitter and sweet
If I Stay,"Forman, Gayle",,,,Wisconsin,Elkhorn Area School District,2023-2024,if i stay
Spellbook of the Lost and Found,"Fowley-Doyle, Moïra",,,,Wisconsin,Elkhorn Area School District,2023-2024,spellbook of the lost and found
The Accident Season,"Fowley-Doyle, Moïra",,,,Wisconsin,Elkhorn Area School District,2023-2024,the accident season
America,"Frank, E. R.",,,,Wisconsin,Elkhorn Area School District,2023-2024,america
Dime,"Frank, E. R.",,,,Wisconsin,Elkhorn Area School District,2023-2024,dime
Friction,"Frank, E.R.",,,,Wisconsin,Elkhorn Area School District,2023-2024,friction
The Paladin Prophecy,"Frost, Mark",,,,Wisconsin,Elkhorn Area School District,2023-2024,the paladin prophecy
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Gaiman, Neil",,,,Wisconsin,Elkhorn Area School District,2023-2024,"good omens: the nice and accurate prophecies of agnes nutter, witch"
Stardust,"Gaiman, Neil",,,,Wisconsin,Elkhorn Area School District,2023-2024,stardust
The Ocean at the End of the Lane,"Gaiman, Neil",,,,Wisconsin,Elkhorn Area School District,2023-2024,the ocean at the end of the lane
Maggot Moon,"Gardner, Sally",,"Crouch, Julian",,Wisconsin,Elkhorn Area School District,2023-2024,maggot moon
Lily and Dunkin,"Gephart, Donna",,,,Wisconsin,Elkhorn Area School District,2023-2024,lily and dunkin
Girls Like Us (2015),"Giles, Gail",,,,Wisconsin,Elkhorn Area School District,2023-2024,girls like us
As the Crow Flies,"Gillman, Melanie",,,,Wisconsin,Elkhorn Area School District,2023-2024,as the crow flies
Melissa (George),"Gino, Alex",,,,Wisconsin,Elkhorn Area School District,2023-2024,melissa
"You Don’t Know Everything, Jilly P!","Gino, Alex",,,,Wisconsin,Elkhorn Area School District,2023-2024,"you don’t know everything, jilly p!"
Lord of the Flies,"Golding, William",,,,Wisconsin,Elkhorn Area School District,2023-2024,lord of the flies
Abraham Lincoln: Vampire Hunter,"Grahame-Smith, Seth",,,,Wisconsin,Elkhorn Area School District,2023-2024,abraham lincoln: vampire hunter
An Abundance of Katherines,"Green, John",,,,Wisconsin,Elkhorn Area School District,2023-2024,an abundance of katherines
Let it Snow: Three Holiday Romances,"Green, John","Johnson, Maureen; Myracle, Lauren",,,Wisconsin,Elkhorn Area School District,2023-2024,let it snow: three holiday romances
Looking for Alaska,"Green, John",,,,Wisconsin,Elkhorn Area School District,2023-2024,looking for alaska
Paper Towns,"Green, John",,,,Wisconsin,Elkhorn Area School District,2023-2024,paper towns
