Title,Author,sex or gender,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Monument 14,Emmy Laybourne,female,,,,Iowa,Sioux Center Community School District,2023-2024
Monument 14: Savage Drift,Emmy Laybourne,female,,,,Iowa,Sioux Center Community School District,2023-2024
Monument 14: Sky On Fire,Emmy Laybourne,female,,,,Iowa,Sioux Center Community School District,2023-2024
Beloved,Toni Morrison,female,,,,Iowa,Sioux Center Community School District,2023-2024
Breathless (JN),Jennifer Niven,female,,,,Iowa,Sioux Center Community School District,2023-2024
Where the Crawdads Sing,Delia Owens,female,,,,Iowa,Sioux Center Community School District,2023-2024
Out of Darkness,Ashley Hope Pérez,female,,,,Iowa,Sioux Center Community School District,2023-2024
Nineteen Minutes,Jodi Picoult,female,,,,Iowa,Sioux Center Community School District,2023-2024
I Am Not Your Perfect Mexican Daughter,Erika Sánchez,female,,,,Iowa,Sioux Center Community School District,2023-2024
A Bend In The Road,"Sparks, Nicholas",,,,,Iowa,Sioux Center Community School District,2023-2024
Covet,Tracy Wolff,female,,,,Iowa,Sioux Center Community School District,2023-2024
Crave,Tracy Wolff,female,,,,Iowa,Sioux Center Community School District,2023-2024
Crush,Tracy Wolff,female,,,,Iowa,Sioux Center Community School District,2023-2024
Frankly in Love,"Yoon, David",,,,,Iowa,Sioux Center Community School District,2023-2024
"Everything, Everything",Nicola Yoon,female,,,,Iowa,Sioux Center Community School District,2023-2024
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,male,,"Forney, Ellen",,Iowa,Solon Community School District,2023-2024
Me and Earl and the Dying Girl,Jesse Andrews,male,,,,Iowa,Solon Community School District,2023-2024
Melissa (George),Alex Gino,genderqueer,,,,Iowa,Solon Community School District,2023-2024
Looking for Alaska,John Green,male,,,,Iowa,Solon Community School District,2023-2024
The Fault in Our Stars,John Green,male,,,,Iowa,Solon Community School District,2023-2024
Identical,Ellen Hopkins,female,,,,Iowa,Solon Community School District,2023-2024
Perfect (EH),Ellen Hopkins,female,,,,Iowa,Solon Community School District,2023-2024
Tilt (EH),Ellen Hopkins,female,,,,Iowa,Solon Community School District,2023-2024
Tricks,Ellen Hopkins,female,,,,Iowa,Solon Community School District,2023-2024
A Court of Frost and Starlight,Sarah J. Maas,female,,,,Iowa,Solon Community School District,2023-2024
A Court of Mist and Fury,Sarah J. Maas,female,,,,Iowa,Solon Community School District,2023-2024
A Court of Thorns and Roses,Sarah J. Maas,female,,,,Iowa,Solon Community School District,2023-2024
A Court of Wings and Ruin,Sarah J. Maas,female,,,,Iowa,Solon Community School District,2023-2024
Sold,Patricia McCormick,female,,,,Iowa,Solon Community School District,2023-2024
Where the Crawdads Sing,Delia Owens,female,,,,Iowa,Solon Community School District,2023-2024
Nineteen Minutes,Jodi Picoult,female,,,,Iowa,Solon Community School District,2023-2024
Drama: A Graphic Novel,Raina Telgemeier,female,,,,Iowa,Solon Community School District,2023-2024
Concrete Rose,Angie Thomas,female,,,,Iowa,Solon Community School District,2023-2024
The Hate U Give,Angie Thomas,female,,,,Iowa,Solon Community School District,2023-2024
"Everything, Everything",Nicola Yoon,female,,,,Iowa,Solon Community School District,2023-2024
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,male,,"Forney, Ellen",,Iowa,South Central Calhoun Community School District,2023-2024
Tales of Mystery and Imagination,"Allan, Tony",,,,,Iowa,South Central Calhoun Community School District,2023-2024
Looking for Alaska,John Green,male,,,,Iowa,South Central Calhoun Community School District,2023-2024
Sold,Patricia McCormick,female,,,,Iowa,South Central Calhoun Community School District,2023-2024
Drama: A Graphic Novel,Raina Telgemeier,female,,,,Iowa,South Central Calhoun Community School District,2023-2024
The Hate U Give,Angie Thomas,female,,,,Iowa,South Central Calhoun Community School District,2023-2024
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,male,,"Forney, Ellen",,Iowa,South Hamilton Community School District,2023-2024
Thirteen Reasons Why,Jay Asher,male,,,,Iowa,South Hamilton Community School District,2023-2024
The Handmaid's Tale,Margaret Atwood,female,,,,Iowa,South Hamilton Community School District,2023-2024
Water for Elephants,Sara Gruen,female,,,,Iowa,South Hamilton Community School District,2023-2024
The Kite Runner,Khaled Hosseini,male,,,,Iowa,South Hamilton Community School District,2023-2024
Empire of Storms,Sarah J. Maas,female,,,,Iowa,South Hamilton Community School District,2023-2024
Song of Solomon,Toni Morrison,female,,,,Iowa,South Hamilton Community School District,2023-2024
Nineteen Minutes,Jodi Picoult,female,,,,Iowa,South Hamilton Community School District,2023-2024
I Am Not Your Perfect Mexican Daughter,Erika Sánchez,female,,,,Iowa,South Hamilton Community School District,2023-2024
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,male,,"Forney, Ellen",,Iowa,South Tama County Community School District,2023-2024
Speak,Laurie Halse Anderson,female,,,,Iowa,South Tama County Community School District,2023-2024
Red Hood,Elana Arnold,female,,,,Iowa,South Tama County Community School District,2023-2024
Thirteen Reasons Why,Jay Asher,male,,,,Iowa,South Tama County Community School District,2023-2024
The Handmaid's Tale,Margaret Atwood,female,,,,Iowa,South Tama County Community School District,2023-2024
Sexual Violence,Noah Berlatsky,male,,,,Iowa,South Tama County Community School District,2023-2024
"Friday Night Lights: A Town, a Team, and a Dream",H. G. Bissinger,male,,,,Iowa,South Tama County Community School District,2023-2024
Forever...,Judy Blume,female,,,,Iowa,South Tama County Community School District,2023-2024
The Voices of Rape,"Bode, Janet",,,,,Iowa,South Tama County Community School District,2023-2024
The Perks of Being a Wallflower,Stephen Chbosky,male,,,,Iowa,South Tama County Community School District,2023-2024
The Miseducation of Cameron Post,Emily M. Danforth,female,,,,Iowa,South Tama County Community School District,2023-2024
A Stolen Life,Jaycee Lee Dugard,female,,,,Iowa,South Tama County Community School District,2023-2024
Lawn Boy (JE),"Evison, Jonathan",,,,,Iowa,South Tama County Community School District,2023-2024
Date and Acquaintance Rape,"Gedatus, Gustav Mark",,,,,Iowa,South Tama County Community School District,2023-2024
The Truth About Rape,"Golden, Robert N.",,"Peterson, Fred L.; Higenkamp, Kathryn; Harper, Judith; Boskey, Elizabeth",,,Iowa,South Tama County Community School District,2023-2024
Perfect (EH),Ellen Hopkins,female,,,,Iowa,South Tama County Community School District,2023-2024
Tilt (EH),Ellen Hopkins,female,,,,Iowa,South Tama County Community School District,2023-2024
The Kite Runner,Khaled Hosseini,male,,,,Iowa,South Tama County Community School District,2023-2024
Brave New World,Aldous Huxley,male,,,,Iowa,South Tama County Community School District,2023-2024
Monday's Not Coming,Tiffany D. Jackson,female,,,,Iowa,South Tama County Community School District,2023-2024
Rape On Campus (BL),Bruno Leone,male,,,,Iowa,South Tama County Community School District,2023-2024
Last Night at the Telegraph Club,Malinda Lo,female,,,,Iowa,South Tama County Community School District,2023-2024
A Court of Frost and Starlight,Sarah J. Maas,female,,,,Iowa,South Tama County Community School District,2023-2024
A Court of Mist and Fury,Sarah J. Maas,female,,,,Iowa,South Tama County Community School District,2023-2024
A Court of Silver Flames,Sarah J. Maas,female,,,,Iowa,South Tama County Community School District,2023-2024
A Court of Thorns and Roses,Sarah J. Maas,female,,,,Iowa,South Tama County Community School District,2023-2024
A Court of Wings and Ruin,Sarah J. Maas,female,,,,Iowa,South Tama County Community School District,2023-2024
Empire of Storms,Sarah J. Maas,female,,,,Iowa,South Tama County Community School District,2023-2024
Sold,Patricia McCormick,female,,,,Iowa,South Tama County Community School District,2023-2024
"Red, White, and Royal Blue",Casey McQuiston,non-binary,,,,Iowa,South Tama County Community School District,2023-2024
Breaking Dawn,Stephenie Meyer,female,,,,Iowa,South Tama County Community School District,2023-2024
"Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel)","Moen, Erika",,"Nolan, Matthew",,,Iowa,South Tama County Community School District,2023-2024
Beloved,Toni Morrison,female,,,,Iowa,South Tama County Community School District,2023-2024
The Bluest Eye,Toni Morrison,female,,,,Iowa,South Tama County Community School District,2023-2024
Shine,Lauren Myracle,female,,,,Iowa,South Tama County Community School District,2023-2024
Coping with Date Rape and Acquaintance Rape,André Parrot,male,,,,Iowa,South Tama County Community School District,2023-2024
Out of Darkness,Ashley Hope Pérez,female,,,,Iowa,South Tama County Community School District,2023-2024
Nineteen Minutes,Jodi Picoult,female,,,,Iowa,South Tama County Community School District,2023-2024
I Am Not Your Perfect Mexican Daughter,Erika Sánchez,female,,,,Iowa,South Tama County Community School District,2023-2024
"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae",,"Zoldak, Joyce",,,Iowa,South Tama County Community School District,2023-2024
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,Dashka Slater,female,,,,Iowa,South Tama County Community School District,2023-2024
Shiver,Maggie Stiefvater,female,,,,Iowa,South Tama County Community School District,2023-2024
Sacred Heart,"Suburbia, Liz",,,,,Iowa,South Tama County Community School District,2023-2024
This One Summer,Mariko Tamaki,female,,"Tamaki, Jillian",,Iowa,South Tama County Community School District,2023-2024
Date Rape Drugs,"Tattersall, Clare",,,,,Iowa,South Tama County Community School District,2023-2024
Blankets,"Thompson, Craig",,,,,Iowa,South Tama County Community School District,2023-2024
The Color Purple,"Walker, Alice",,,,,Iowa,South Tama County Community School District,2023-2024
Date Rape,"Williams, Mary E.",,,,,Iowa,South Tama County Community School District,2023-2024
Sexual Predators,"Willis, Laurie",,,,,Iowa,South Tama County Community School District,2023-2024
Damsel,Elana Arnold,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Red Hood,Elana Arnold,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Thirteen Reasons Why,Jay Asher,male,,,,Iowa,Southeast Polk Community School District,2023-2024
The Handmaid's Tale,Margaret Atwood,female,,,,Iowa,Southeast Polk Community School District,2023-2024
The Perks of Being a Wallflower,Stephen Chbosky,male,,,,Iowa,Southeast Polk Community School District,2023-2024
The Carnival at Bray,Jessie Ann Foley,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Looking for Alaska,John Green,male,,,,Iowa,Southeast Polk Community School District,2023-2024
Ordinary Hazards,Nikki Grimes,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Snow Falling on Cedars,David Guterson,male,,,,Iowa,Southeast Polk Community School District,2023-2024
Crank,Ellen Hopkins,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Identical,Ellen Hopkins,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Perfect (EH),Ellen Hopkins,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Tilt (EH),Ellen Hopkins,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Tricks,Ellen Hopkins,female,,,,Iowa,Southeast Polk Community School District,2023-2024
The Kite Runner,Khaled Hosseini,male,,,,Iowa,Southeast Polk Community School District,2023-2024
We Are the Ants,Shaun David Hutchinson,male,,,,Iowa,Southeast Polk Community School District,2023-2024
All Boys Aren't Blue,George M. Johnson,non-binary,,,,Iowa,Southeast Polk Community School District,2023-2024
Furyborn,Claire Legrand,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Last Night at the Telegraph Club,Malinda Lo,female,,,,Iowa,Southeast Polk Community School District,2023-2024
A Court of Mist and Fury,Sarah J. Maas,female,,,,Iowa,Southeast Polk Community School District,2023-2024
A Court of Thorns and Roses,Sarah J. Maas,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Empire of Storms,Sarah J. Maas,female,,,,Iowa,Southeast Polk Community School District,2023-2024
A Clash of Kings,George R. R. Martin,male,,,,Iowa,Southeast Polk Community School District,2023-2024
A Game of Thrones,George R. R. Martin,male,,,,Iowa,Southeast Polk Community School District,2023-2024
Sold,Patricia McCormick,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Beloved,Toni Morrison,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Sula,Toni Morrison,female,,,,Iowa,Southeast Polk Community School District,2023-2024
The Bluest Eye,Toni Morrison,female,,,,Iowa,Southeast Polk Community School District,2023-2024
The Infinite Moment of Us,Lauren Myracle,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Breathless (JN),Jennifer Niven,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Out of Darkness,Ashley Hope Pérez,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Nineteen Minutes,Jodi Picoult,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Lucky (AS),Alice Sebold,female,,,,Iowa,Southeast Polk Community School District,2023-2024
The Color Purple,"Walker, Alice",,,,,Iowa,Southeast Polk Community School District,2023-2024
The Glass Castle,Jeannette Walls,female,,,,Iowa,Southeast Polk Community School District,2023-2024
Ender's Game,Orson Scott Card,male,,,,Iowa,Southeast Warren Community School District,2023-2024
Killing Mr. Griffin,Lois Duncan,female,,,,Iowa,Southeast Warren Community School District,2023-2024
Lush,Natasha Friend,female,,,,Iowa,Southeast Warren Community School District,2023-2024
Fat Kid Rules the World,"Going, K.L.",,,,,Iowa,Southeast Warren Community School District,2023-2024
Looking for Alaska,John Green,male,,,,Iowa,Southeast Warren Community School District,2023-2024
Crank,Ellen Hopkins,female,,,,Iowa,Southeast Warren Community School District,2023-2024
Christine,Stephen King,male,,,,Iowa,Southeast Warren Community School District,2023-2024
My Sister's Keeper,Jodi Picoult,female,,,,Iowa,Southeast Warren Community School District,2023-2024
The Adventures of Captain Underpants,Dav Pilkey,male,,,,Iowa,Southeast Warren Community School District,2023-2024
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,female,,,,Iowa,Spencer Community School District,2023-2024
Speak,Laurie Halse Anderson,female,,,,Iowa,Spencer Community School District,2023-2024
Feed,"Anderson, M. T.",,,,,Iowa,Spencer Community School District,2023-2024
Me and Earl and the Dying Girl,Jesse Andrews,male,,,,Iowa,Spencer Community School District,2023-2024
I Know Why The Caged Bird Sings,Maya Angelou,female,,,,Iowa,Spencer Community School District,2023-2024
Wishtree,Katherine Applegate,female,,,,Iowa,Spencer Community School District,2023-2024
Thirteen Reasons Why,Jay Asher,male,,,,Iowa,Spencer Community School District,2023-2024
The Handmaid's Tale,Margaret Atwood,female,,,,Iowa,Spencer Community School District,2023-2024
Fun Home,Alison Bechdel,female,,,,Iowa,Spencer Community School District,2023-2024
"Friday Night Lights: A Town, a Team, and a Dream",H. G. Bissinger,male,,,,Iowa,Spencer Community School District,2023-2024
Draw Me a Star,"Carle, Eric",,,,,Iowa,Spencer Community School District,2023-2024
The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,female,,,,Iowa,Spencer Community School District,2023-2024
The Perks of Being a Wallflower,Stephen Chbosky,male,,,,Iowa,Spencer Community School District,2023-2024
City of Heavenly Fire,Cassandra Clare,female,,,,Iowa,Spencer Community School District,2023-2024
Blended,Sharon Draper,female,,,,Iowa,Spencer Community School District,2023-2024
